,sentID,sent,words,countWords,countVerbs,repatingSeq,repatingNouns
1672,pt972.xml,"n1s,x1s,i,n2s,m1s,ipv[1] a2s","tat,tvam,api,sAmpratam,svasTaH,Bava",6,1,{},"{'nominative': [0, 2]}"
1673,pt1462.xml,"m6p,iic,n7s,i,f1s,pre[1] a3s,i,i,f1s,i","prARinAm,prARa,rakzaRe,yadi,vipattiH,Bavati,taTA,api,SreyaskarI,iti",10,1,"{'i': [3, 6, 7, 9], 'f1s': [4, 8]}","{'nominative': [2, 3]}"
1674,pt1575.xml,"iic,iic,f7s,iic,m7s,iic,m1s,i,f1p","tat,A,yatO,duHKa,ApAte,Bftya,dozaH,na,grAhyaH",9,0,"{'iic': [0, 1, 3, 5]}","{'nominative': [2, 3], 'locative': [0, 1]}"
1675,pt775.xml,"iic,m1d,m1s,m1s,i,m1s,f1s,f1p,n1s,m1s,i,n1s,i,f1s,i,m2d,i,f1d,m1s,i,pre[9] a3s,m6s,n2s","Aditya,candrO,anilaH,analaH,ca,dyOH,BUmiH,ApaH,hfdayam,yamaH,ca,ahaH,ca,rAtriH,ca,uBe,ca,sanDye,DarmaH,vi,jAnAti,narasya,vfttam",23,1,"{'i': [4, 10, 12, 14, 16, 19], 'n1s': [8, 11], 'm1s': [2, 3, 5, 9, 18], 'f1s': [6, 13]}","{'accusative': [10, 14], 'nominative': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12]}"
1676,pt1832.xml,"m1s,x1s,pre[2] a2s","kaH,tvam,asi",3,1,{},{}
1677,pt1483.xml,"i,i,iic,n2s,i,ipf[2] a3s","evam,uktvA,guhA,aBimuKam,pra,ayAt",6,1,"{'i': [0, 1, 4]}",{}
1678,pt416.xml,"n2s,i,m1s,ipf[2] a3s","tat,SrutvA,saYjIvakaH,abravIt",4,1,{},{}
1679,pt522.xml,"m1s,m2p,iic,i,i,m1s,m1p,m6s,f1p,n1s,f1p,f3p,m6s,i,n1s,f7s,n1s,m1s,n1s,m6p,m1s,m1s,m6s,i,iic,iic,iic,m1s,m1s,m1s,m1s,n1s,m1s,i,iic,f7p,m1s,n3s,m1s,m1s","kaH,arTAn,prA,Apya,na,garvitaH,vizayiRaH,kasya,ApadaH,astam,gatAH,strIBiH,kasya,na,KaRqitaM,Buvi,manaH,kaH,nAma,rAjYAm,priyaH,kaH,kAlasya,na,go,cara,antara,gataH,kaH,arTI,gataH,gOravam,kaH,vA,durjana,vAgurAsu,patitaH,kzemeRa,yAtaH,pumAn",40,0,"{'n1s': [9, 14, 16, 18, 31], 'm1s': [0, 5, 17, 20, 21, 27, 28, 29, 30, 32, 36, 38, 39], 'm6s': [7, 12, 22], 'iic': [2, 24, 25, 26, 34], 'i': [3, 4, 13, 23, 33], 'f1p': [8, 10]}","{'instrumental': [8, 27], 'genitive': [4, 9, 15, 18], 'nominative': [0, 2, 3, 5, 6, 7, 10, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 26, 28, 29], 'locative': [11, 25]}"
1680,pt188.xml,"iic,iic,m1s,i,m1s,iic,iic,iic,m1s,pre[1] a3s,iic,n1s,n5s,n1s,iic,n5s,i","dravya,prakfti,hInaH,api,sevyaH,sevya,guRa,anu,itaH,Bavati,A,jIvanam,tasmAt,Palam,kAla,antarAt,api",17,1,"{'i': [3, 16], 'n1s': [11, 13], 'm1s': [2, 4, 8], 'n5s': [12, 15], 'iic': [0, 1, 5, 6, 7, 10, 14]}","{'ablative': [4, 6], 'nominative': [0, 1, 2, 3, 5]}"
1681,pt1898.xml,"f2s,i,pop[5] a3s,m1s,m6s,m6s,m6s,m7p,m7p,m1s,m1s,m2s,pop[1] a3s","Apadam,pra,ApnuyAt,svAmI,yasya,Bftyasya,paSyataH,prARezu,vidyamAnezu,sa,BftyaH,narakam,vrajet",13,2,"{'m1s': [3, 9, 10], 'm6s': [4, 5, 6], 'm7p': [7, 8]}","{'accusative': [0, 9], 'genitive': [2, 3, 4], 'nominative': [1, 7, 8], 'locative': [5, 6]}"
1682,pt914.xml,"m6p,m2s,i,m2s,iic,i,i,fut m1s,i,i,i,iic,f1s,m1s,i,pre[4] a3s","tezAm,sakASam,gatvA,upAyam,upa,laBya,taTA,karizye,yaTA,acirAt,eva,duzwa,budDiH,asO,vi,naSyati",16,2,"{'i': [2, 5, 6, 8, 9, 10, 14], 'iic': [4, 11], 'm2s': [1, 3]}","{'accusative': [1, 2], 'nominative': [3, 4]}"
1683,pt1287.xml,"i,iic,n3s,m1s,iic,iic,n2s,i,i,cau fut a3s","prAtaH,sva,cakreRa,nArAyaRaH,Bavat,Satru,sEnyam,vi,A,pAdayizyati",10,1,"{'i': [0, 7, 8], 'iic': [1, 4, 5]}",{}
1684,pt735.xml,"n1s,n2s,ipv p3s","tat,SIGram,gamyatAm",3,1,{},{}
1685,pt978.xml,"n1s,m1p,m3s,n2s,i,m1p,m1p,m6p,m1p,i,iic,m1p","tat,BakzitAH,anena,pUrvam,Kalu,ete,matsyAH,yezAm,ime,paritaH,asTi,kUwAH",12,0,"{'i': [4, 9], 'm1p': [1, 5, 6, 8, 11]}","{'nominative': [0, 1, 4, 5, 7, 8]}"
1686,pt606.xml,"i,i,iic,n2s,i,pre[8] a3s,m1s,n1s,i,iic,iic,m4s,m1s,m1s","yadi,api,tvadIya,vacanam,na,karoti,svAmI,tat,api,sva,doza,nASAya,vAcyaH,ezaH",14,1,"{'i': [0, 1, 4, 8], 'm1s': [6, 12, 13], 'iic': [2, 9, 10]}","{'nominative': [1, 2, 4, 5]}"
1687,pt499.xml,"n1s,f1s,m3s,iic,iic,f1s","kim,devI,dantilena,sam,A,liNgitA",6,0,"{'f1s': [1, 5], 'iic': [3, 4]}","{'nominative': [0, 1, 3]}"
1688,pt424.xml,"mvs,m1s,iic,m1s,iic,m1s,i,pre p3s","Badra,BavAn,sADu,samAcAraH,vacana,pawuH,ca,dfSyate",8,1,"{'m1s': [1, 3, 5], 'iic': [2, 4]}","{'nominative': [1, 2, 3]}"
1689,pt690.xml,"i,i,m5s,f2s,i,n1s,i,iic,iic,i,i,iic,m1s","tataH,ca,kzaRAt,cetanAm,labDvA,BUyaH,api,sam,ut,sTAya,PUtkartum,A,rabDaH",13,0,"{'i': [0, 1, 4, 6, 9, 10], 'iic': [7, 8, 11]}","{'nominative': [2, 3]}"
1692,pt1307.xml,"m1s,iic,m6s,iic,m6s,m1s,iic,m1s,iic,m1s,iic,iic,m2s,i,iic,m1s","tataH,puRQravarDana,aDipateH,nf,pateH,dakziRAtyaH,samarTa,taraH,nf,patiH,mUla,ut,Cedam,kartum,A,yAtaH",16,0,"{'m1s': [0, 5, 7, 9, 15], 'm6s': [2, 4], 'iic': [1, 3, 6, 8, 10, 11, 14]}","{'genitive': [1, 2], 'nominative': [0, 3, 4, 5, 7]}"
1693,pt1591.xml,"m1s,iic,m1s,iic,m1p,iic,m1p","saH,anna,BUtaH,deva,pAdAH,Boktf,BUtAH",7,0,"{'m1p': [4, 6], 'm1s': [0, 2], 'iic': [1, 3, 5]}","{'nominative': [0, 1, 2, 3]}"
1694,pt1174.xml,"m2s,i,iic,n2s,i,ipf[2] a3s","tam,ca,tat,rUpam,dfzwvA,abravIt",6,1,"{'i': [1, 4]}","{'accusative': [0, 1]}"
1695,pt1848.xml,"n1s,i,m6s,x6s,i,ipf[1] m2p,m2s,i","tat,evam,avasTasya,mama,upa,anayaDvam,AhAram,iti",8,1,"{'i': [1, 4, 7]}",{}
1696,pt1768.xml,"i,i,iic,m2s,m1s","evam,uktvA,svakIya,AvAsam,gataH",5,0,"{'i': [0, 1]}",{}
1697,pt1447.xml,"x3p,m3p,iic,f2s,iic,m1s","katiBiH,divasEH,mahA,awavIm,pra,vizwaH",6,0,"{'iic': [2, 4]}",{}
1698,pt180.xml,"i,i,iic,m1s,pre[1] m3s,m2s,iic,iic,m2s,iic,m2s,iic,iic,m2s,i,m3s,iic,m1p,m1p,f1p,i,n1s,i,pre[1] a3s,n1s,i,cau pre a3p","Asannam,eva,nf,patiH,Bajate,manuzyam,vidyA,vi,hinam,a,kulInam,a,sam,stutam,vA,prAyeRa,BUmi,patayaH,pramadAH,latAH,ca,yad,pArSvataH,Bavati,tat,pari,vezwayanti",27,3,"{'i': [0, 1, 14, 20, 22, 25], 'n1s': [21, 24], 'iic': [2, 6, 7, 9, 11, 12, 16], 'm1p': [17, 18], 'm2s': [5, 8, 10, 13]}","{'accusative': [1, 2, 3, 4], 'nominative': [0, 6, 7, 8, 9, 10]}"
1699,pt254.xml,"iic,n6d,i,m1s,i,i,pre p3s,i,i,m2s,i,m1s,iic,f1s,pop[1] a3s","savya,dakziRa,yatra,viSezaH,na,upa,laByate,na,tatra,kzaRam,api,AryaH,vidyamAna,gatiH,vaset",15,2,"{'i': [2, 4, 5, 7, 8, 10], 'm1s': [3, 11], 'iic': [0, 12]}","{'nominative': [1, 3, 4]}"
1700,pt1183.xml,"i,i,m3s,iic,i,iic,n1s","tataH,ca,raTakAreRa,sam,cintya,aBi,hitam",7,0,"{'i': [0, 1, 4], 'iic': [3, 5]}",{}
1701,pt69.xml,"i,iic,iic,iic,m3p,iic,f2s,n3p,i,iic,n3p,m3p,iic,iic,f2s,iic,iic,iic,iic,iic,iic,iic,iic,iic,iic,iic,f2s,iic,iic,iic,iic,iic,iic,f2s,iic,iic,f2s,f2s,iic,i,iic,iic,iic,iic,iic,iic,iic,iic,iic,n5s,i,m5s,i,m1s,i,m7s,i,i,m6d,m6d,m1s,iic,m2s,i,iic,prf a3s","aTa,Dava,Kadira,palASa,SAlEH,manaH,harAm,anyEH,ca,izwa,darSanEH,SAKiBiH,nirantara,upa,citAm,an,eka,gaja,gavaya,mahiza,ruru,camarI,varAha,SArdula,citraka,fkza,BayodBawAm,a,cala,nitamba,nir,gata,udaka,pari,pUritAm,viviDa,darI,gahanAm,awavIm,A,sAdya,dUra,A,pAti,nirJaraka,ut,pAdita,kardamam,agrEka,caraRa,vEkalyAt,ca,atiBArAt,aBi,hataH,kasmincit,pradeSe,kaTam,api,tayoH,vfzaBayoH,saYjIvakaH,yuga,BaNgam,kftvA,ni,zasAda",66,1,"{'f2s': [6, 14, 26, 33, 36, 37], 'n3p': [7, 10], 'm1s': [53, 60], 'm6d': [58, 59], 'iic': [1, 2, 3, 5, 9, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 34, 35, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 61, 64], 'i': [0, 8, 39, 50, 52, 54, 56, 57, 63], 'm3p': [4, 11]}","{'accusative': [1, 5, 6, 7, 8, 9, 17], 'instrumental': [0, 2, 3, 4], 'ablative': [10, 11], 'nominative': [12, 16], 'genitive': [14, 15]}"
1702,pt1408.xml,"iic,n6s,i,n6s,iic,iic,n6s,m1s,m1s,i,i,pre[2] a3s,pre[1] m3p,i,f1p","a,priyasya,api,vacasaH,pariRAma,a,viroDinaH,vaktA,SrotA,ca,yatra,asti,ramante,tatra,sampadaH",15,2,"{'i': [2, 9, 10, 13], 'm1s': [7, 8], 'n6s': [1, 3, 6], 'iic': [0, 4, 5]}","{'genitive': [0, 1, 2], 'nominative': [3, 4, 5]}"
1703,pt1482.xml,"i,x3s,x6s,iic,n4s,iic,n2s,iic,n1s,n3s,x1s,m6s,iic,m2s,pre[8] a1s,n3s,iic,m1s,iic,n7s,i,i,pre[1] a3s","tatra,tvayA,mama,anu,grahaRAya,eka,vAram,A,gantavyam,yena,aham,BavataH,prati,upakAram,karomi,yena,fRa,sambanDaH,anya,janmani,api,na,Bavati",23,2,"{'i': [0, 20, 21], 'n3s': [9, 15], 'iic': [3, 5, 7, 12, 16, 18]}","{'accusative': [1, 5], 'instrumental': [3, 6], 'nominative': [2, 7]}"
1704,pt1022.xml,"m1s,i,iic,m2s,i,iic,n2s,pre[8] m3s","sa,ca,a,jasram,eva,mfga,utsAdanam,kurute",8,1,"{'i': [1, 4], 'iic': [2, 5]}","{'accusative': [1, 2]}"
1705,pt420.xml,"i,i,iic,i,m1s","punaH,ca,sa,amarzam,uktavAn",5,0,"{'i': [0, 1, 3]}",{}
1706,pt1298.xml,"i,n2s,iic,pre[8] a1s,i,iic,iic,iic,iic,iic,m1s,x6s,m1s","aTa,yudDam,aNgI,karomi,tadA,sam,hfta,a,Kila,manaH,raTaH,me,mftyuH",13,1,"{'i': [0, 4], 'm1s': [10, 12], 'iic': [2, 5, 6, 7, 8, 9]}","{'nominative': [1, 2]}"
1707,pt1186.xml,"m6s,f1p,f1p,i,pre[1] a3p,i","kzatriyasya,tisraH,BAryA,DarmataH,Bavanti,eva",6,1,"{'i': [3, 5], 'f1p': [1, 2]}","{'nominative': [1, 2]}"
1709,pt979.xml,"n1s,n1s,iic,iic,i,x3s,i,n1s","tat,kim,pra,Apta,kAlam,mayA,aDunA,kartavyam",8,0,"{'i': [4, 6], 'n1s': [0, 1, 7], 'iic': [2, 3]}","{'nominative': [0, 1, 2]}"
1711,pt1933.xml,"n1s,i,i,m1s,m1s","tat,na,atra,vikalpaH,kAryaH",5,0,"{'i': [1, 2], 'm1s': [3, 4]}","{'nominative': [0, 1, 2]}"
1712,pt1250.xml,"n1s,i,f7s,x3s,x3s,i,iic,m3d,m1s,n7s,m1s,i,m3p,i,iic,m2s,i,pre[8] a3s","tat,adya,rAtrO,mayA,tvayA,ca,vAtAyana,gatAByAm,sa,niSITe,drazwavyaH,yataH,mAnuzEH,saha,vacana,AlApam,na,karoti",18,1,"{'i': [1, 5, 11, 13, 16], 'x3s': [3, 4], 'm1s': [8, 10], 'iic': [6, 14]}","{'instrumental': [2, 6], 'nominative': [0, 3, 5], 'locative': [1, 4]}"
1713,pt411.xml,"n2s,i,i,m1s,iic,iic,m1s,f2s,n6s,f2s,iic,iic,m1s","tat,ca,SrutvA,piNgalakaH,hfzwa,vadana,kamalaH,parAm,manasaH,tuzwim,upa,A,gataH",13,0,"{'i': [1, 2], 'f2s': [7, 9], 'm1s': [3, 6, 12], 'iic': [4, 5, 10, 11]}","{'accusative': [0, 3, 5], 'nominative': [1, 2, 6]}"
1715,pt1187.xml,"n1s,f1s,i,i,iic,f1s,fut a3s","tat,ezA,kadA,cit,vESya,sutA,Bavizyati",7,1,"{'i': [2, 3], 'f1s': [1, 5]}","{'nominative': [0, 1, 2]}"
1716,pt146.xml,"i,m1s,n1s,iic,m1s","aTa,BavAn,kim,vaktu,manAH",5,0,"{'m1s': [1, 4]}","{'nominative': [0, 1, 2]}"
1717,pt764.xml,"iic,m1s,i,iic,m5s,iic,iic,m1s,iic,m1s,n2s,n2s,iic,n2s,ipf[1] a3s","deva,SarmA,api,vitta,nASAt,kzut,kzAma,kaRWaH,nazwa,nidraH,tat,sarvam,strI,caritram,apaSyat",15,1,"{'n2s': [10, 11, 13], 'm1s': [1, 7, 9], 'iic': [0, 3, 5, 6, 8, 12]}","{'accusative': [4, 5, 6], 'nominative': [0, 2, 3]}"
1718,pt325.xml,"pre[2] a3s,i,m7s,iic,m1s,iic,iic,m1s,iic,f1s,n2s,m1s,iic,i,m6s,iic,iic,f2s,iic,ipf[1] a3s","asti,kasmiMScit,pradeSe,go,mAyuH,kzut,kzAma,kaRWaH,AhAra,kriyA,arTam,pariBraman,araRya,maDye,nfpasya,a,yoDana,BUmim,a,paSyat",20,2,"{'i': [1, 13], 'm1s': [4, 7, 11], 'iic': [3, 5, 6, 8, 12, 15, 16, 18]}","{'accusative': [4, 7], 'nominative': [1, 2, 3, 5]}"
1720,pt272.xml,"mvs,n1s,i,n1s,pre[2] a3s","deva,kim,api,vaktavyam,asti",5,1,"{'n1s': [1, 3]}","{'nominative': [1, 2]}"
1721,pt1261.xml,"n1s,n1s,m3s,iic,iic,m1s,i,iic,m1s","tat,kim,BavatA,yaTA,dIyamAna,karaH,na,pra,hftaH",9,0,"{'n1s': [0, 1], 'm1s': [5, 8], 'iic': [3, 4, 7]}","{'nominative': [0, 1, 3, 4]}"
1722,pt1868.xml,"i,iic,i,m2s,iic,i,n2s,iic,m1s","evam,aBi,DAya,svAminam,ut,diSya,satvaram,pra,sTitaH",9,0,"{'i': [0, 2, 5], 'iic': [1, 4, 7]}","{'accusative': [0, 1]}"
1723,pt1618.xml,"fvs,i,i,i,ipv[1] a2s","Arye,mA,mA,evam,vada",5,1,"{'i': [1, 2, 3]}",{}
1724,pt639.xml,"iic,m1s,iic,iic,iic,iic,iic,m1s","svapna,sadfSaH,putra,mitra,Bftya,kalatra,varga,sambanDaH",8,0,"{'m1s': [1, 7], 'iic': [0, 2, 3, 4, 5, 6]}","{'nominative': [0, 1]}"
1725,pt1148.xml,"pre[2] a3s,m7p,iic,m7s,n1s,n1s,n1s","asti,gOqezu,jana,padezu,puRQravarDanam,nAma,nagaram",7,1,"{'n1s': [4, 5, 6]}","{'nominative': [2, 3, 4], 'locative': [0, 1]}"
1726,pt1478.xml,"m6p,m6p,n1s,m1s,i,m1s,pre[1] a3s","sarvezAm,pApAnAm,Ayatanam,kaH,cit,manuzyaH,Bavati",7,1,"{'m6p': [0, 1], 'm1s': [3, 5]}","{'genitive': [0, 1], 'nominative': [2, 3, 4]}"
1727,pt98.xml,"m1d,i,n2s,i,iic,m1d","tO,ca,parasparam,mantrayitum,A,rabDO",6,0,"{'i': [1, 3], 'm1d': [0, 5]}","{'nominative': [0, 2]}"
1728,pt1886.xml,"n1s,n1s,m3p,m3p,x6p,m1p,iic,m7s,i,fut a3p","tat,kim,etEH,prAREH,asmAkam,ye,svAmi,arTe,na,yAsyanti",10,1,"{'n1s': [0, 1], 'm3p': [2, 3]}","{'instrumental': [2, 3], 'nominative': [0, 1, 4]}"
1729,pt888.xml,"pre[2] a3s,m7s,i,m7s,m1s,iic,m1s","asti,kasmiM,cit,pradeSe,mahAn,nyagroDa,pAdapaH",7,1,"{'m7s': [1, 3], 'm1s': [4, 6]}","{'nominative': [2, 3], 'locative': [0, 1]}"
1730,pt1707.xml,"iic,iic,iic,m6s,iic,iic,iic,m6s,i,iic,iic,m6s,m6s,i,n1s","sva,aBi,prAya,parokzasya,para,citta,anu,vartinaH,svayam,vi,krIta,dehasya,sevakasya,kutaH,suKam",15,0,"{'i': [8, 13], 'm6s': [3, 7, 11, 12], 'iic': [0, 1, 2, 4, 5, 6, 9, 10]}","{'genitive': [0, 1, 2, 3]}"
1731,pt1883.xml,"i,x6p,m5s,m1s,m1s","anyaTA,asmAkam,maDyAt,ekatamaH,BakzaRIyaH",5,0,"{'m1s': [3, 4]}","{'nominative': [1, 2]}"
1732,pt53.xml,"i,iic,iic,iic,m1s,iic,iic,iic,iic,iic,m1s,iic,iic,iic,m1s,iic,iic,m1s,iic,m1s,iic,pre[1] a3s,i","tatra,an,eka,guRa,samUhaH,janma,antara,Darma,up,A,arjan,ava,Apta,Dana,samUhaH,varDa,mAna,nAmA,sArTa,vAhaH,prati,vasati,sma",23,1,"{'i': [0, 22], 'm1s': [4, 10, 14, 17, 19], 'iic': [1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 18, 20]}","{'nominative': [0, 1, 2, 3, 4]}"
1733,pt186.xml,"m1p,m1p,i,m1p,m6p,iic,m1p,i,i,pop[1] a3s,m2s,m1s,iic,n3s,i,i,i","priyAH,hitAH,ca,ye,rAjYAm,grAhya,vAkyAH,viSezataH,A,Srayet,pArTivam,vidvAn,tat,dvAreRa,eva,na,anyaTA",17,1,"{'i': [2, 7, 8, 14, 15, 16], 'm1p': [0, 1, 3, 6], 'iic': [5, 12]}","{'nominative': [0, 1, 2, 4, 6]}"
1734,pt786.xml,"i,m1s,f7p,m1s,i,pop[6] a3s,n2s,f7p,iic,n2s,iic,iic,m3p,m3p,i,f1p,pre[1] a3p,m3p,i,iic,m3p","na,atiprasaNgaH,pramadAsu,kAryaH,na,icCet,balam,strIzu,vi,varDamAnam,ati,pra,saktEH,puruzEH,yataH,tAH,krIqanti,kAkEH,iva,lUna,pakzEH",21,2,"{'n2s': [6, 9], 'm1s': [1, 3], 'iic': [8, 10, 11, 19], 'i': [0, 4, 14, 18], 'f7p': [2, 7], 'm3p': [12, 13, 17, 20]}","{'accusative': [3, 5], 'instrumental': [6, 7, 9, 10], 'nominative': [0, 2, 8], 'locative': [1, 4]}"
1735,pt1878.xml,"i,iic,n1s,i,iic,n1s,i,iic,n2s,i,i,n2s,i,pre[1] a3p,i,m1p,n2s,iic,n7p,iic,iic,n2s","na,go,pradAnam,na,mahI,pradAnam,na,anna,pradAnam,hi,taTA,praDAnam,yaTA,vadanti,iha,buDAH,praDAnam,sarva,pradAnezu,a,Baya,pradAnam",22,1,"{'i': [0, 3, 6, 9, 10, 12, 14], 'n1s': [2, 5], 'n2s': [8, 11, 16, 21], 'iic': [1, 4, 7, 17, 19, 20]}","{'accusative': [2, 3, 5, 7], 'nominative': [0, 1, 4]}"
1736,pt1142.xml,"m6s,m6s,m1s,i,m2s,i,pre[1] a3s,m1s,iic,n3s,iic,f2s,i,pre[1] m3s","suprayuktasya,damBasya,brahmA,api,antam,na,gacCati,kOlikaH,vizRu,rUpeRa,rAja,kanyAm,ni,sevate",14,2,"{'i': [3, 5, 12], 'm1s': [2, 7], 'm6s': [0, 1], 'iic': [8, 10]}","{'accusative': [3, 6], 'genitive': [0, 1], 'nominative': [2, 4]}"
1738,pt1357.xml,"i,m1s,iic,n5s,m2s,iic,m2s,ipf[6] a3s","aTa,piNgalakaH,SradDeya,vAkyatvAt,tam,sa,Adaram,apfcCat",8,1,"{'iic': [2, 5], 'm2s': [4, 6]}","{'accusative': [2, 3]}"
1739,pt1009.xml,"iic,m2d,i,i,n2s,n3s,pre[1] a3d","vAyasa,dampatI,ca,tataH,param,suKena,vasataH",7,1,"{'i': [2, 3]}","{'accusative': [0, 1]}"
1741,pt654.xml,"mvs,iic,m2s,x6s,fut a1s","vatsa,anu,graham,te,karizyAmi",5,1,{},{}
1743,pt460.xml,"m1s,i,m2s,iic,i,iic,m1s,ipf[10] a3s","damanakaH,api,saYjIvakam,ut,diSya,pra,sTitaH,acintayat",8,1,"{'i': [1, 4], 'm1s': [0, 6], 'iic': [3, 5]}","{'nominative': [0, 2]}"
1744,pt1377.xml,"n2s,i,m1s,ipf[2] a3s","tat,SrutvA,piNgalakaH,abravIt",4,1,{},{}
1745,pt277.xml,"m1s,m2s,iic,m1s,prf a3s","piNgalakaH,AkAram,pra,CAdayan,Aha",5,1,"{'m1s': [0, 3]}","{'nominative': [0, 2]}"
1746,pt1788.xml,"i,x1s,pre[2] a1s","ataH,aham,bravImi",3,1,{},{}
1747,pt743.xml,"n1s,i,i","uktam,ca,yataH",3,0,"{'i': [1, 2]}",{}
1748,pt614.xml,"x6s,m1s,m1s,i,m6s","mama,ayam,dozaH,na,svAminaH",5,0,"{'m1s': [1, 2]}","{'nominative': [0, 1]}"
1749,pt1675.xml,"iic,n2s,iic,i,iic,iic,iic,iic,iic,iic,iic,m1p,iic,m1p,m2s,i,prf a3p,i,prf a3p,i","tat,vacanam,A,karRya,siMha,vyAGra,citraka,vAnara,SaSaka,hariRa,jambuka,AdayaH,SvApada,gaRAH,tam,pra,nemuH,pra,UcuH,ca",20,1,"{'i': [3, 15, 17, 19], 'm1p': [11, 13], 'iic': [0, 2, 4, 5, 6, 7, 8, 9, 10, 12], 'prf a3p': [16, 18]}","{'accusative': [0, 3], 'nominative': [1, 2]}"
1750,pt493.xml,"i,i,n1s,n1s,pre p3s","aTa,vA,sADu,idam,ucyate",5,1,"{'i': [0, 1], 'n1s': [2, 3]}","{'nominative': [0, 1]}"
1751,pt1750.xml,"i,i,m1s,n1s,m1s,i,pre[1] a3s,i","tatra,ca,madaraktaH,nAma,haMsaH,prati,vasati,sma",8,1,"{'i': [0, 1, 5, 7], 'm1s': [2, 4]}","{'nominative': [0, 1, 2]}"
1752,pt990.xml,"i,m1s,iic,iic,n2s,m1s,prf a3s","aTa,asO,tat,SiraH,cihnam,darSayan,Aha",7,1,"{'m1s': [1, 5], 'iic': [2, 3]}","{'nominative': [0, 2]}"
1754,pt880.xml,"n1s,i,i,cau fut a3s","tat,kaTam,vi,yojayizyati",4,1,"{'i': [1, 2]}",{}
1755,pt739.xml,"ipv[2] a2s,i,m2s,m2s,n1s,i,m7s,m7s,x3s,i,i,iic,iic,m1s,i","brUhi,gatvA,tam,kAminam,yat,atra,asmin,avasare,tvayA,saha,kaTam,sam,A,gamaH,iti",15,1,"{'m7s': [6, 7], 'i': [1, 5, 9, 10, 14], 'iic': [11, 12], 'm2s': [2, 3]}","{'accusative': [0, 1], 'nominative': [2, 5], 'locative': [3, 4]}"
1757,pt1903.xml,"mvs,x1p,i,i,i,iic,m1p,i,i,n1s,i,n1s,iic,n1s,n1s,i","svAmin,vayam,tAvat,sarvatra,eva,pari,awitAH,param,na,kim,cit,sattvam,pra,Aptam,dfzwam,vA",16,0,"{'i': [2, 3, 4, 7, 8, 10, 15], 'n1s': [9, 11, 13, 14], 'iic': [5, 12]}","{'nominative': [1, 2, 3, 4, 5]}"
1759,pt797.xml,"i,n1s,n1s,n1s,iic,n1s","kaTam,etat,mahat,Cidram,A,varaRIyam",6,0,"{'n1s': [1, 2, 3, 5]}","{'nominative': [0, 1, 2, 3]}"
1760,pt1278.xml,"i,f2s,iic,i,iic,iic,n3p,i,i,n2s,ipf[2] a3s","tataH,sudarSanAm,A,hUya,maDura,a,kzarEH,sa,bahu,mAnam,abravIt",11,1,"{'i': [0, 3, 7, 8], 'iic': [2, 4, 5]}","{'accusative': [0, 2]}"
1761,pt1417.xml,"i,n2s,iic,iic,n1s,n1s","iti,pUrvam,a,Baya,pradAnam,dattam",6,0,"{'n1s': [4, 5], 'iic': [2, 3]}","{'nominative': [1, 2]}"
1762,pt1494.xml,"i,m3s,iic,iic,m3s,iic,m1s,i,m1s,i,iic,m1s","aTa,dvijena,jAta,anu,kampena,sva,pakzaH,iti,saH,api,ut,tAritaH",12,0,"{'i': [0, 7, 9], 'm1s': [6, 8, 11], 'm3s': [1, 4], 'iic': [2, 3, 5, 10]}","{'instrumental': [0, 1], 'nominative': [2, 3, 4]}"
1764,pt748.xml,"i,i,pre[1] a3s,m5s,m1s,m1s,i,f1s,n7s,m2s,i,n1s,i,m5s,iic,m2s,f1s,pre[1] a3s,i","yadyapi,na,Bavati,dEvAt,pumAn,virUpaH,api,banDukI,rahasi,Badram,api,tat,api,kazwAt,nija,kAntam,sA,Bajati,eva",19,1,"{'pre[1] a3s': [2, 17], 'm1s': [4, 5], 'm5s': [3, 13], 'i': [0, 1, 6, 10, 12, 18], 'f1s': [7, 16], 'm2s': [9, 15]}","{'accusative': [5, 8], 'ablative': [0, 7], 'nominative': [1, 2, 3, 6, 9]}"
1765,pt1172.xml,"iic,m1s,i,i,iic,f7s,m1s,iic,m1s,iic,n2s,aor[a] a3s","anye,dyuH,ca,taTEva,ucita,velAyAm,raTakAraH,kfta,SfNgAraH,kOlika,Bavanam,agamat",12,1,"{'i': [2, 3], 'm1s': [1, 6, 8], 'iic': [0, 4, 7, 9]}","{'nominative': [0, 2, 3]}"
1766,pt1006.xml,"f1s,i,iic,n7s,n2s,iic,n2s,iic,i,iic,n2s,ipv[1] a2s,f1s","kAkI,api,sarpa,koware,tat,kanaka,sUtram,ni,kzipya,su,dUrataram,ava,sTitA",13,1,"{'i': [1, 8], 'n2s': [4, 6, 10], 'iic': [2, 5, 7, 9], 'f1s': [0, 12]}","{'accusative': [2, 3, 4], 'nominative': [0, 5]}"
